Season,Name,Nationality,Type,team,price,Unnamed: 0,Players,Base Price,TYPE,COST IN ₹ (CR.),Cost IN $ (000),2023 Squad,year,Team,Base,Sold
2023.0,Ajinkya Rahane ,Indian ,Batter ,Chennai Super Kings,5000000.0,,,,,,,,,,,
2023.0,Bhagath Varma ,Indian ,All-Rounder ,Chennai Super Kings,2000000.0,,,,,,,,,,,
2023.0,Kyle Jamieson ,Overseas ,Bowler ,Chennai Super Kings,10000000.0,,,,,,,,,,,
2023.0,Ajay Mandal ,Indian ,All-Rounder ,Chennai Super Kings,2000000.0,,,,,,,,,,,
2023.0,Nishant Sindhu ,Indian ,All-Rounder ,Chennai Super Kings,6000000.0,,,,,,,,,,,
2023.0,Shaik Rasheed ,Indian ,Batter ,Chennai Super Kings,2000000.0,,,,,,,,,,,
2023.0,Ben Stokes ,Overseas ,All-Rounder ,Chennai Super Kings,162500000.0,,,,,,,,,,,
2023.0,Phil Salt ,Overseas ,Wicket-Keeper ,Delhi Capitals,20000000.0,,,,,,,,,,,
2023.0,Ishant Sharma ,Indian ,Bowler ,Delhi Capitals,5000000.0,,,,,,,,,,,
2023.0,Rilee Rossouw ,Overseas ,Batter ,Delhi Capitals,46000000.0,,,,,,,,,,,
2023.0,Manish Pandey ,Indian ,Batter ,Delhi Capitals,24000000.0,,,,,,,,,,,
2023.0,Mukesh Kumar ,Indian ,Bowler ,Delhi Capitals,55000000.0,,,,,,,,,,,
2023.0,Shivam Mavi ,Indian ,Bowler ,Gujarat Titans,60000000.0,,,,,,,,,,,
2023.0,K.S. Bharat ,Indian ,Wicket-Keeper ,Gujarat Titans,12000000.0,,,,,,,,,,,
2023.0,Urvil Patel ,Indian ,Wicket-Keeper ,Gujarat Titans,2000000.0,,,,,,,,,,,
2023.0,Mohit Sharma ,Indian ,Bowler ,Gujarat Titans,5000000.0,,,,,,,,,,,
2023.0,Joshua Little ,Overseas ,Bowler ,Gujarat Titans,44000000.0,,,,,,,,,,,
2023.0,Kane Williamson ,Overseas ,Batter ,Gujarat Titans,20000000.0,,,,,,,,,,,
2023.0,Odean Smith ,Overseas ,All-Rounder ,Gujarat Titans,5000000.0,,,,,,,,,,,
2023.0,Kulwant Khejroliya ,Indian ,Bowler ,Kolkata Knight Riders,2000000.0,,,,,,,,,,,
2023.0,Shakib Al Hasan ,Overseas ,All-Rounder ,Kolkata Knight Riders,15000000.0,,,,,,,,,,,
2023.0,Vaibhav Arora ,Indian ,Bowler ,Kolkata Knight Riders,6000000.0,,,,,,,,,,,
2023.0,N. Jagadeesan ,Indian ,Wicket-Keeper ,Kolkata Knight Riders,9000000.0,,,,,,,,,,,
2023.0,David Wiese ,Overseas ,All-Rounder ,Kolkata Knight Riders,10000000.0,,,,,,,,,,,
2023.0,Mandeep Singh ,Indian ,Batter ,Kolkata Knight Riders,5000000.0,,,,,,,,,,,
2023.0,Litton Das ,Overseas ,Wicket-Keeper ,Kolkata Knight Riders,5000000.0,,,,,,,,,,,
2023.0,Suyash Sharma ,Indian ,Bowler ,Kolkata Knight Riders,2000000.0,,,,,,,,,,,
2023.0,Amit Mishra ,Indian ,Bowler ,Lucknow Super Giants,5000000.0,,,,,,,,,,,
2023.0,Nicholas Pooran ,Overseas ,Wicket-Keeper ,Lucknow Super Giants,160000000.0,,,,,,,,,,,
2023.0,Romario Shepherd ,Overseas ,All-Rounder ,Lucknow Super Giants,5000000.0,,,,,,,,,,,
2023.0,Daniel Sams ,Overseas ,All-Rounder ,Lucknow Super Giants,7500000.0,,,,,,,,,,,
2023.0,Swapnil Singh ,Indian ,All-Rounder ,Lucknow Super Giants,2000000.0,,,,,,,,,,,
2023.0,Yudhvir Charak ,Indian ,All-Rounder ,Lucknow Super Giants,2000000.0,,,,,,,,,,,
2023.0,Prerak Mankad ,Indian ,All-Rounder ,Lucknow Super Giants,2000000.0,,,,,,,,,,,
2023.0,Yash Thakur ,Indian ,Bowler ,Lucknow Super Giants,4500000.0,,,,,,,,,,,
2023.0,Naveen Ul Haq ,Overseas ,Bowler ,Lucknow Super Giants,5000000.0,,,,,,,,,,,
2023.0,Jaydev Unadkat ,Indian ,Bowler ,Lucknow Super Giants,5000000.0,,,,,,,,,,,
2023.0,Jhye Richardson ,Overseas ,Bowler ,Mumbai Indians,15000000.0,,,,,,,,,,,
2023.0,Nehal Wadhera ,Indian ,All-Rounder ,Mumbai Indians,2000000.0,,,,,,,,,,,
2023.0,Raghav Goyal ,Indian ,Bowler ,Mumbai Indians,2000000.0,,,,,,,,,,,
2023.0,Cameron Green ,Overseas ,All-Rounder ,Mumbai Indians,175000000.0,,,,,,,,,,,
2023.0,Vishnu Vinod ,Indian ,Wicket-Keeper ,Mumbai Indians,2000000.0,,,,,,,,,,,
2023.0,Duan Jansen ,Overseas ,All-Rounder ,Mumbai Indians,2000000.0,,,,,,,,,,,
2023.0,Piyush Chawla ,Indian ,Bowler ,Mumbai Indians,5000000.0,,,,,,,,,,,
2023.0,Shams Mulani ,Indian ,All-Rounder ,Mumbai Indians,2000000.0,,,,,,,,,,,
2023.0,Harpreet Bhatia ,Indian ,Batter ,Punjab Kings,4000000.0,,,,,,,,,,,
2023.0,Shivam Singh ,Indian ,All-Rounder ,Punjab Kings,2000000.0,,,,,,,,,,,
2023.0,Vidwath Kaverappa ,Indian ,Bowler ,Punjab Kings,2000000.0,,,,,,,,,,,
2023.0,Mohit Rathee ,Indian ,All-Rounder ,Punjab Kings,2000000.0,,,,,,,,,,,
2023.0,Sam Curran ,Overseas ,All-Rounder ,Punjab Kings,185000000.0,,,,,,,,,,,
2023.0,Sikandar Raza ,Overseas ,All-Rounder ,Punjab Kings,5000000.0,,,,,,,,,,,
2023.0,Jason Holder ,Overseas ,All-Rounder ,Rajasthan Royals,57500000.0,,,,,,,,,,,
2023.0,Adam Zampa ,Overseas ,Bowler ,Rajasthan Royals,15000000.0,,,,,,,,,,,
2023.0,Abdul P A ,Indian ,All-Rounder ,Rajasthan Royals,2000000.0,,,,,,,,,,,
2023.0,Akash Vashisht ,Indian ,All-Rounder ,Rajasthan Royals,2000000.0,,,,,,,,,,,
2023.0,Donovan Ferreira ,Overseas ,Wicket-Keeper ,Rajasthan Royals,5000000.0,,,,,,,,,,,
2023.0,Kunal Rathore ,Indian ,Wicket-Keeper ,Rajasthan Royals,2000000.0,,,,,,,,,,,
2023.0,Joe Root ,Overseas ,Batter ,Rajasthan Royals,10000000.0,,,,,,,,,,,
2023.0,Murugan Ashwin ,Indian ,Bowler ,Rajasthan Royals,2000000.0,,,,,,,,,,,
2023.0,K.M. Asif ,Indian ,Bowler ,Rajasthan Royals,3000000.0,,,,,,,,,,,
2023.0,Sonu Yadav ,Indian ,All-Rounder ,Royal Challengers Bangalore,2000000.0,,,,,,,,,,,
2023.0,Himanshu Sharma ,Indian ,Bowler ,Royal Challengers Bangalore,2000000.0,,,,,,,,,,,
2023.0,Avinash Singh ,Indian ,Bowler ,Royal Challengers Bangalore,6000000.0,,,,,,,,,,,
2023.0,Manoj Bhandage ,Indian ,All-Rounder ,Royal Challengers Bangalore,2000000.0,,,,,,,,,,,
2023.0,Will Jacks ,Overseas ,Batter ,Royal Challengers Bangalore,32000000.0,,,,,,,,,,,
2023.0,Reece Topley ,Overseas ,Bowler ,Royal Challengers Bangalore,19000000.0,,,,,,,,,,,
2023.0,Rajan Kumar ,Indian ,Bowler ,Royal Challengers Bangalore,7000000.0,,,,,,,,,,,
2023.0,Sanvir Singh ,Indian ,All-Rounder ,Sunrisers Hyderabad,2000000.0,,,,,,,,,,,
2023.0,Harry Brook ,Overseas ,Batter ,Sunrisers Hyderabad,132500000.0,,,,,,,,,,,
2023.0,Heinrich Klaasen ,Overseas ,Wicket-Keeper ,Sunrisers Hyderabad,52500000.0,,,,,,,,,,,
2023.0,Akeal Hosein ,Overseas ,Bowler ,Sunrisers Hyderabad,10000000.0,,,,,,,,,,,
2023.0,Mayank Markande ,Indian ,Bowler ,Sunrisers Hyderabad,5000000.0,,,,,,,,,,,
2023.0,Adil Rashid ,Overseas ,Bowler ,Sunrisers Hyderabad,20000000.0,,,,,,,,,,,
2023.0,Anmolpreet Singh ,Indian ,Batter ,Sunrisers Hyderabad,2000000.0,,,,,,,,,,,
2023.0,Vivrant Sharma ,Indian ,All-Rounder ,Sunrisers Hyderabad,26000000.0,,,,,,,,,,,
2023.0,Samarth Vyas ,Indian ,All-Rounder ,Sunrisers Hyderabad,2000000.0,,,,,,,,,,,
2023.0,Upendra Singh Yadav ,Indian ,Wicket-Keeper ,Sunrisers Hyderabad,2500000.0,,,,,,,,,,,
2023.0,Nitish Kumar Reddy ,Indian ,Wicket-Keeper ,Sunrisers Hyderabad,2000000.0,,,,,,,,,,,
2023.0,Mayank Agarwal ,Indian ,Batter ,Sunrisers Hyderabad,82500000.0,,,,,,,,,,,
2023.0,Mayank Dagar ,Indian ,All-Rounder ,Sunrisers Hyderabad,18000000.0,,,,,,,,,,,
2022.0,Robin Uthappa ,Indian ,Batsman ,Chennai Super Kings,20000000.0,,,,,,,,,,,
2022.0,Dwayne Bravo ,Overseas ,All-Rounder ,Chennai Super Kings,44000000.0,,,,,,,,,,,
2022.0,Ambati Rayudu ,Indian ,Wicket Keeper ,Chennai Super Kings,67500000.0,,,,,,,,,,,
2022.0,Deepak Chahar ,Indian ,Bowler ,Chennai Super Kings,140000000.0,,,,,,,,,,,
2022.0,C.Hari Nishaanth ,Indian ,Batsman ,Chennai Super Kings,2000000.0,,,,,,,,,,,
2022.0,N. Jagadeesan ,Indian ,Wicket Keeper ,Chennai Super Kings,2000000.0,,,,,,,,,,,
2022.0,K.M. Asif ,Indian ,Bowler ,Chennai Super Kings,2000000.0,,,,,,,,,,,
2022.0,Tushar Deshpande ,Indian ,Bowler ,Chennai Super Kings,2000000.0,,,,,,,,,,,
2022.0,Shivam Dube ,Indian ,All-Rounder ,Chennai Super Kings,40000000.0,,,,,,,,,,,
2022.0,Chris Jordan ,Overseas ,All-Rounder ,Chennai Super Kings,36000000.0,,,,,,,,,,,
2022.0,Maheesh Theekshana ,Overseas ,Bowler ,Chennai Super Kings,7000000.0,,,,,,,,,,,
2022.0,Rajvardhan Hangargekar ,Indian ,All-Rounder ,Chennai Super Kings,15000000.0,,,,,,,,,,,
2022.0,Simarjeet Singh ,Indian ,Bowler ,Chennai Super Kings,2000000.0,,,,,,,,,,,
2022.0,Devon Conway ,Overseas ,Batsman ,Chennai Super Kings,10000000.0,,,,,,,,,,,
2022.0,Dwaine Pretorius ,Overseas ,All-Rounder ,Chennai Super Kings,5000000.0,,,,,,,,,,,
2022.0,Mitchell Santner ,Overseas ,All-Rounder ,Chennai Super Kings,19000000.0,,,,,,,,,,,
2022.0,Adam Milne ,Overseas ,Bowler ,Chennai Super Kings,19000000.0,,,,,,,,,,,
2022.0,Subhranshu Senapati ,Indian ,Batsman ,Chennai Super Kings,2000000.0,,,,,,,,,,,
2022.0,Mukesh Choudhary ,Indian ,Bowler ,Chennai Super Kings,2000000.0,,,,,,,,,,,
2022.0,Prashant Solanki ,Indian ,Bowler ,Chennai Super Kings,12000000.0,,,,,,,,,,,
2022.0,K.Bhagath Varma ,Indian ,All-Rounder ,Chennai Super Kings,2000000.0,,,,,,,,,,,
2022.0,David Warner ,Overseas ,Batsman ,Delhi Capitals,62500000.0,,,,,,,,,,,
2022.0,Mitchell Marsh ,Overseas ,All-Rounder ,Delhi Capitals,65000000.0,,,,,,,,,,,
2022.0,Mustafizur Rahman ,Overseas ,Bowler ,Delhi Capitals,20000000.0,,,,,,,,,,,
2022.0,Shardul Thakur ,Indian ,Bowler ,Delhi Capitals,107500000.0,,,,,,,,,,,
2022.0,Kuldeep Yadav ,Indian ,Bowler ,Delhi Capitals,20000000.0,,,,,,,,,,,
2022.0,Ashwin Hebbar ,Indian ,Batsman ,Delhi Capitals,2000000.0,,,,,,,,,,,
2022.0,Sarfaraz Khan ,Indian ,All-Rounder ,Delhi Capitals,2000000.0,,,,,,,,,,,
2022.0,Kamlesh Nagarkoti ,Indian ,All-Rounder ,Delhi Capitals,11000000.0,,,,,,,,,,,
2022.0,K.S. Bharat ,Indian ,Wicket Keeper ,Delhi Capitals,20000000.0,,,,,,,,,,,
2022.0,Mandeep Singh ,Indian ,Batsman ,Delhi Capitals,11000000.0,,,,,,,,,,,
2022.0,Syed Khaleel Ahmed ,Indian ,Bowler ,Delhi Capitals,52500000.0,,,,,,,,,,,
2022.0,Lungisani Ngidi ,Overseas ,Bowler ,Delhi Capitals,5000000.0,,,,,,,,,,,
2022.0,Chetan Sakariya ,Indian ,Bowler ,Delhi Capitals,42000000.0,,,,,,,,,,,
2022.0,Yash Dhull ,Indian ,All-Rounder ,Delhi Capitals,5000000.0,,,,,,,,,,,
2022.0,Vicky Ostwal ,Indian ,All-Rounder ,Delhi Capitals,2000000.0,,,,,,,,,,,
2022.0,Ripal Patel ,Indian ,All-Rounder ,Delhi Capitals,2000000.0,,,,,,,,,,,
2022.0,Lalit Yadav ,Indian ,All-Rounder ,Delhi Capitals,6500000.0,,,,,,,,,,,
2022.0,Rovman Powell ,Overseas ,Batsman ,Delhi Capitals,28000000.0,,,,,,,,,,,
2022.0,Tim Seifert ,Overseas ,Wicket Keeper ,Delhi Capitals,5000000.0,,,,,,,,,,,
2022.0,Pravin Dubey ,Indian ,All-Rounder ,Delhi Capitals,5000000.0,,,,,,,,,,,
2022.0,Mohammad Shami ,Indian ,Bowler ,Gujarat Titans,62500000.0,,,,,,,,,,,
2022.0,David Miller ,Overseas ,Batsman ,Gujarat Titans,30000000.0,,,,,,,,,,,
2022.0,Jason Roy  ,Overseas ,Batsman ,Gujarat Titans,20000000.0,,,,,,,,,,,
2022.0,Wriddhiman  Saha ,Indian ,Wicket Keeper ,Gujarat Titans,19000000.0,,,,,,,,,,,
2022.0,Matthew Wade ,Overseas ,Wicket Keeper ,Gujarat Titans,24000000.0,,,,,,,,,,,
2022.0,Lockie Ferguson ,Overseas ,Bowler ,Gujarat Titans,100000000.0,,,,,,,,,,,
2022.0,Abhinav Sadarangani ,Indian ,Batsman ,Gujarat Titans,26000000.0,,,,,,,,,,,
2022.0,Rahul Tewatia ,Indian ,All-Rounder ,Gujarat Titans,90000000.0,,,,,,,,,,,
2022.0,Noor  Ahmad ,Overseas ,Bowler ,Gujarat Titans,3000000.0,,,,,,,,,,,
2022.0,R. Sai Kishore ,Indian ,Bowler ,Gujarat Titans,30000000.0,,,,,,,,,,,
2022.0,Dominic Drakes ,Overseas ,All-Rounder ,Gujarat Titans,11000000.0,,,,,,,,,,,
2022.0,Vijay Shankar ,Indian ,All-Rounder ,Gujarat Titans,14000000.0,,,,,,,,,,,
2022.0,Jayant Yadav ,Indian ,All-Rounder ,Gujarat Titans,17000000.0,,,,,,,,,,,
2022.0,Darshan Nalkande ,Indian ,All-Rounder ,Gujarat Titans,2000000.0,,,,,,,,,,,
2022.0,Yash  Dayal ,Indian ,Bowler ,Gujarat Titans,32000000.0,,,,,,,,,,,
2022.0,B. Sai Sudharsan ,Indian ,All-Rounder ,Gujarat Titans,2000000.0,,,,,,,,,,,
2022.0,Gurkeerat Singh ,Indian ,All-Rounder ,Gujarat Titans,5000000.0,,,,,,,,,,,
2022.0,Alzarri Joseph ,Overseas ,Bowler ,Gujarat Titans,24000000.0,,,,,,,,,,,
2022.0,Varun Aaron ,Indian ,Bowler ,Gujarat Titans,5000000.0,,,,,,,,,,,
2022.0,Pradeep Sangwan ,Indian ,All-Rounder ,Gujarat Titans,2000000.0,,,,,,,,,,,
2022.0,Pat Cummins ,Overseas ,All-Rounder ,Kolkata Knight Riders,72500000.0,,,,,,,,,,,
2022.0,Shreyas Iyer ,Indian ,Batsman ,Kolkata Knight Riders,122500000.0,,,,,,,,,,,
2022.0,Mohammad  Nabi ,Overseas ,All-Rounder ,Kolkata Knight Riders,10000000.0,,,,,,,,,,,
2022.0,Nitish Rana ,Indian ,All-Rounder ,Kolkata Knight Riders,80000000.0,,,,,,,,,,,
2022.0,Sam Billings  ,Overseas ,Wicket Keeper ,Kolkata Knight Riders,20000000.0,,,,,,,,,,,
2022.0,Umesh Yadav ,Indian ,Bowler ,Kolkata Knight Riders,20000000.0,,,,,,,,,,,
2022.0,Shivam  Mavi ,Indian ,All-Rounder ,Kolkata Knight Riders,72500000.0,,,,,,,,,,,
2022.0,Sheldon Jackson ,Indian ,Wicket Keeper ,Kolkata Knight Riders,6000000.0,,,,,,,,,,,
2022.0,Ajinkya Rahane ,Indian ,Batsman ,Kolkata Knight Riders,10000000.0,,,,,,,,,,,
2022.0,Rinku Singh ,Indian ,Batsman ,Kolkata Knight Riders,5500000.0,,,,,,,,,,,
2022.0,Anukul Roy ,Indian ,All-Rounder ,Kolkata Knight Riders,2000000.0,,,,,,,,,,,
2022.0,Alex Hales  ,Overseas ,Batsman ,Kolkata Knight Riders,15000000.0,,,,,,,,,,,
2022.0,Rasikh Dar ,Indian ,Bowler ,Kolkata Knight Riders,2000000.0,,,,,,,,,,,
2022.0,Tim Southee ,Overseas ,Bowler ,Kolkata Knight Riders,15000000.0,,,,,,,,,,,
2022.0,Baba Indrajith ,Indian ,Wicket Keeper ,Kolkata Knight Riders,2000000.0,,,,,,,,,,,
2022.0,Chamika Karunaratne ,Overseas ,All-Rounder ,Kolkata Knight Riders,5000000.0,,,,,,,,,,,
2022.0,Abhijeet Tomar ,Indian ,Batsman ,Kolkata Knight Riders,4000000.0,,,,,,,,,,,
2022.0,Aman Khan ,Indian ,All-Rounder ,Kolkata Knight Riders,2000000.0,,,,,,,,,,,
2022.0,Ramesh Kumar ,Indian ,Batsman ,Kolkata Knight Riders,2000000.0,,,,,,,,,,,
2022.0,Pratham Singh ,Indian ,Batsman ,Kolkata Knight Riders,2000000.0,,,,,,,,,,,
2022.0,Ashok Sharma ,Indian ,Bowler ,Kolkata Knight Riders,5500000.0,,,,,,,,,,,
2022.0,Quinton De Kock ,Overseas ,Wicket Keeper ,Lucknow Super Giants,67500000.0,,,,,,,,,,,
2022.0,Manish Pandey ,Indian ,Batsman ,Lucknow Super Giants,46000000.0,,,,,,,,,,,
2022.0,Krunal Pandya ,Indian ,All-Rounder ,Lucknow Super Giants,82500000.0,,,,,,,,,,,
2022.0,Mark Wood ,Overseas ,Bowler ,Lucknow Super Giants,75000000.0,,,,,,,,,,,
2022.0,Avesh Khan ,Indian ,Bowler ,Lucknow Super Giants,100000000.0,,,,,,,,,,,
2022.0,Ankit Singh Rajpoot ,Indian ,Bowler ,Lucknow Super Giants,5000000.0,,,,,,,,,,,
2022.0,K. Gowtham ,Indian ,All-Rounder ,Lucknow Super Giants,9000000.0,,,,,,,,,,,
2022.0,Dushmanta Chameera ,Overseas ,Bowler ,Lucknow Super Giants,20000000.0,,,,,,,,,,,
2022.0,Shahbaz Nadeem ,Indian ,Bowler ,Lucknow Super Giants,5000000.0,,,,,,,,,,,
2022.0,Manan Vohra ,Indian ,Batsman ,Lucknow Super Giants,2000000.0,,,,,,,,,,,
2022.0,Evin Lewis ,Overseas ,Batsman ,Lucknow Super Giants,20000000.0,,,,,,,,,,,
2022.0,Mohsin Khan ,Indian ,Bowler ,Lucknow Super Giants,2000000.0,,,,,,,,,,,
2022.0,Mayank Yadav ,Indian ,Bowler ,Lucknow Super Giants,2000000.0,,,,,,,,,,,
2022.0,Ayush Badoni ,Indian ,All-Rounder ,Lucknow Super Giants,2000000.0,,,,,,,,,,,
2022.0,Kyle Mayers ,Overseas ,All-Rounder ,Lucknow Super Giants,5000000.0,,,,,,,,,,,
2022.0,Karan Sharma ,Indian ,All-Rounder ,Lucknow Super Giants,2000000.0,,,,,,,,,,,
2022.0,Jason Holder ,Overseas ,All-Rounder ,Lucknow Super Giants,87500000.0,,,,,,,,,,,
2022.0,Deepak Hooda ,Indian ,All-Rounder ,Lucknow Super Giants,57500000.0,,,,,,,,,,,
2022.0,Ishan Kishan ,Indian ,Wicket Keeper ,Mumbai Indians,152500000.0,,,,,,,,,,,
2022.0,Dewald Brevis ,Overseas ,Batsman ,Mumbai Indians,30000000.0,,,,,,,,,,,
2022.0,Anmolpreet Singh ,Indian ,Batsman ,Mumbai Indians,2000000.0,,,,,,,,,,,
2022.0,Basil Thampi ,Indian ,Bowler ,Mumbai Indians,3000000.0,,,,,,,,,,,
2022.0,Murugan Ashwin ,Indian ,Bowler ,Mumbai Indians,16000000.0,,,,,,,,,,,
2022.0,Jaydev Unadkat ,Indian ,Bowler ,Mumbai Indians,13000000.0,,,,,,,,,,,
2022.0,Mayank Markande ,Indian ,Bowler ,Mumbai Indians,6500000.0,,,,,,,,,,,
2022.0,N. Tilak Varma ,Indian ,All-Rounder ,Mumbai Indians,17000000.0,,,,,,,,,,,
2022.0,Sanjay Yadav ,Indian ,All-Rounder ,Mumbai Indians,5000000.0,,,,,,,,,,,
2022.0,Jofra Archer ,Overseas ,All-Rounder ,Mumbai Indians,80000000.0,,,,,,,,,,,
2022.0,Daniel Sams ,Overseas ,All-Rounder ,Mumbai Indians,26000000.0,,,,,,,,,,,
2022.0,Tymal Mills ,Overseas ,Bowler ,Mumbai Indians,15000000.0,,,,,,,,,,,
2022.0,Tim David ,Overseas ,All-Rounder ,Mumbai Indians,82500000.0,,,,,,,,,,,
2022.0,Ramandeep  Singh ,Indian ,All-Rounder ,Mumbai Indians,2000000.0,,,,,,,,,,,
2022.0,Aryan Juyal ,Indian ,Wicket Keeper ,Mumbai Indians,2000000.0,,,,,,,,,,,
2022.0,Fabian Allen ,Overseas ,All-Rounder ,Mumbai Indians,7500000.0,,,,,,,,,,,
2022.0,Riley Meredith ,Overseas ,Bowler ,Mumbai Indians,10000000.0,,,,,,,,,,,
2022.0,Rahul Buddhi ,Indian ,Batsman ,Mumbai Indians,2000000.0,,,,,,,,,,,
2022.0,Hrithik Shokeen ,Indian ,All-Rounder ,Mumbai Indians,2000000.0,,,,,,,,,,,
2022.0,Mohd. Arshad Khan ,Indian ,All-Rounder ,Mumbai Indians,2000000.0,,,,,,,,,,,
2022.0,Arjun Tendulkar ,Indian ,All-Rounder ,Mumbai Indians,3000000.0,,,,,,,,,,,
2022.0,Shikhar Dhawan ,Indian ,Batsman ,Punjab Kings,82500000.0,,,,,,,,,,,
2022.0,Kagiso Rabada ,Overseas ,Bowler ,Punjab Kings,92500000.0,,,,,,,,,,,
2022.0,Jonny Bairstow  ,Overseas ,Wicket Keeper ,Punjab Kings,67500000.0,,,,,,,,,,,
2022.0,Rahul Chahar ,Indian ,Bowler ,Punjab Kings,52500000.0,,,,,,,,,,,
2022.0,Harpreet  Brar ,Indian ,All-Rounder ,Punjab Kings,38000000.0,,,,,,,,,,,
2022.0,Shahrukh Khan ,Indian ,All-Rounder ,Punjab Kings,90000000.0,,,,,,,,,,,
2022.0,Jitesh Sharma ,Indian ,Wicket Keeper ,Punjab Kings,2000000.0,,,,,,,,,,,
2022.0,Prabhsimran Singh ,Indian ,Wicket Keeper ,Punjab Kings,6000000.0,,,,,,,,,,,
2022.0,Ishan Porel ,Indian ,Bowler ,Punjab Kings,2500000.0,,,,,,,,,,,
2022.0,Liam Livingstone ,Overseas ,All-Rounder ,Punjab Kings,115000000.0,,,,,,,,,,,
2022.0,Odean Smith ,Overseas ,All-Rounder ,Punjab Kings,60000000.0,,,,,,,,,,,
2022.0,Sandeep Sharma ,Indian ,Bowler ,Punjab Kings,5000000.0,,,,,,,,,,,
2022.0,Raj Angad Bawa ,Indian ,All-Rounder ,Punjab Kings,20000000.0,,,,,,,,,,,
2022.0,Rishi Dhawan ,Indian ,All-Rounder ,Punjab Kings,5500000.0,,,,,,,,,,,
2022.0,Nathan Ellis ,Overseas ,Bowler ,Punjab Kings,7500000.0,,,,,,,,,,,
2022.0,Prerak Mankad ,Indian ,All-Rounder ,Punjab Kings,2000000.0,,,,,,,,,,,
2022.0,Atharva Taide ,Indian ,All-Rounder ,Punjab Kings,2000000.0,,,,,,,,,,,
2022.0,Vaibhav Arora ,Indian ,Bowler ,Punjab Kings,20000000.0,,,,,,,,,,,
2022.0,Bhanuka Rajapaksa ,Overseas ,Batsman ,Punjab Kings,5000000.0,,,,,,,,,,,
2022.0,Benny Howell ,Overseas ,All-Rounder ,Punjab Kings,4000000.0,,,,,,,,,,,
2022.0,Writtick Chatterjee ,Indian ,All-Rounder ,Punjab Kings,2000000.0,,,,,,,,,,,
2022.0,Baltej Dhanda ,Indian ,Bowler ,Punjab Kings,2000000.0,,,,,,,,,,,
2022.0,Ansh Patel ,Indian ,All-Rounder ,Punjab Kings,2000000.0,,,,,,,,,,,
2022.0,R. Ashwin ,Indian ,All-Rounder ,Rajasthan Royals,50000000.0,,,,,,,,,,,
2022.0,Trent Boult ,Overseas ,Bowler ,Rajasthan Royals,80000000.0,,,,,,,,,,,
2022.0,Shimron Hetmyer ,Overseas ,Batsman ,Rajasthan Royals,85000000.0,,,,,,,,,,,
2022.0,Devdutt Padikkal ,Indian ,Batsman ,Rajasthan Royals,77500000.0,,,,,,,,,,,
2022.0,Prasidh Krishna ,Indian ,Bowler ,Rajasthan Royals,100000000.0,,,,,,,,,,,
2022.0,Yuzvendra Chahal ,Indian ,Bowler ,Rajasthan Royals,65000000.0,,,,,,,,,,,
2022.0,Riyan Parag ,Indian ,All-Rounder ,Rajasthan Royals,38000000.0,,,,,,,,,,,
2022.0,K.C. Cariappa ,Indian ,Bowler ,Rajasthan Royals,3000000.0,,,,,,,,,,,
2022.0,James Neesham ,Overseas ,All-Rounder ,Rajasthan Royals,15000000.0,,,,,,,,,,,
2022.0,Nathan Coulter-Nile ,Overseas ,Bowler ,Rajasthan Royals,20000000.0,,,,,,,,,,,
2022.0,Navdeep Saini ,Indian ,Bowler ,Rajasthan Royals,26000000.0,,,,,,,,,,,
2022.0,Kuldeep  Sen ,Indian ,Bowler ,Rajasthan Royals,2000000.0,,,,,,,,,,,
2022.0,Karun Nair ,Indian ,Batsman ,Rajasthan Royals,14000000.0,,,,,,,,,,,
2022.0,Rassie Van Der Dussen ,Overseas ,Batsman ,Rajasthan Royals,10000000.0,,,,,,,,,,,
2022.0,Daryl Mitchell ,Overseas ,All-Rounder ,Rajasthan Royals,7500000.0,,,,,,,,,,,
2022.0,Obed Mccoy ,Overseas ,Bowler ,Rajasthan Royals,7500000.0,,,,,,,,,,,
2022.0,Dhruv Jurel ,Indian ,Wicket Keeper ,Rajasthan Royals,2000000.0,,,,,,,,,,,
2022.0,Tejas Baroka ,Indian ,Bowler ,Rajasthan Royals,2000000.0,,,,,,,,,,,
2022.0,Kuldip Yadav ,Indian ,Bowler ,Rajasthan Royals,2000000.0,,,,,,,,,,,
2022.0,Shubham Garhwal ,Indian ,All-Rounder ,Rajasthan Royals,2000000.0,,,,,,,,,,,
2022.0,Anunay Singh ,Indian ,All-Rounder ,Rajasthan Royals,2000000.0,,,,,,,,,,,
2022.0,Faf Du Plessis ,Overseas ,Batsman ,Royal Challengers Bangalore,70000000.0,,,,,,,,,,,
2022.0,Wanindu Hasaranga ,Overseas ,All-Rounder ,Royal Challengers Bangalore,107500000.0,,,,,,,,,,,
2022.0,Harshal Patel ,Indian ,All-Rounder ,Royal Challengers Bangalore,107500000.0,,,,,,,,,,,
2022.0,Dinesh Karthik ,Indian ,Wicket Keeper ,Royal Challengers Bangalore,55000000.0,,,,,,,,,,,
2022.0,Josh Hazlewood  ,Overseas ,Bowler ,Royal Challengers Bangalore,77500000.0,,,,,,,,,,,
2022.0,Shahbaz Ahamad ,Indian ,All-Rounder ,Royal Challengers Bangalore,24000000.0,,,,,,,,,,,
2022.0,Anuj Rawat ,Indian ,Wicket Keeper ,Royal Challengers Bangalore,34000000.0,,,,,,,,,,,
